run_id,source_id,relative_path,filename,extension,detected_mime_type,detected_type,extension_type_mismatch,size_bytes,sha256,container_source_id,container_path,archive_member_name,folder_area,likely_document_class,likely_workstream,inventory_status,extraction_status,readability_status,error,warnings,duplicate_group,near_duplicate_group,same_basename_group,version_family,probable_version_status,probable_version_confidence,analysis_eligible,include_in_analysis,review_required
20260901T040928457675Z-dede88eb959c,SRC-0001,Financial/Aged_Creditors.xlsx,Aged_Creditors.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4030,ef8d9779a0243573b90a927b6535581260e4d095bcaf19de8f6c987726902bf4,,,,Financial,working_capital_schedule,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0002,Financial/Aged_Debtors.xlsx,Aged_Debtors.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4210,ed95d48e673c0399ff7fb2387d7259b8a4fc387a0e2bb154dd0f5b853c9e42a3,,,,Financial,working_capital_schedule,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0003,Financial/Contractor_Headcount_by_Client.xlsx,Contractor_Headcount_by_Client.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3929,59386fcdfc0cb4b825446af0611b71583b386aa2241063a2a828380243c0f4e5,,,,Financial,workforce_record,operational_management,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0004,Financial/Financial_Request_List.xlsx,Financial_Request_List.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4278,0a9a569c8a107c0b294b27a18b277fd93bc255efe96669a2bf309f5171fc1f8b,,,,Financial,questionnaire,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0005,Financial/Fixed_Asset_Register.xlsx,Fixed_Asset_Register.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3959,8efa505fd3f9481a308c70a1fb0161b8337d1a89dbc5d64b81d4c3d2dee04e07,,,,Financial,unknown,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0006,Financial/HP_Summary.xlsx,HP_Summary.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3928,7819b2d9cae33f1150b08745ea85a9554cde8816546a7ec11c6377cb59fe5690,,,,Financial,debt_document,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0007,Financial/Loan Letters/Phone_Photo_Innovation_Loan.jpg,Phone_Photo_Innovation_Loan.jpg,.jpg,image/jpeg,jpeg,False,163732,c31645cffb13bad40c5e1c907bb5fc81fada5e0b587e1496a808c473b9702085,,,,Financial/Loan Letters,debt_document,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0008,Financial/Loan Letters/Phone_Photo_Term_Loan.jpg,Phone_Photo_Term_Loan.jpg,.jpg,image/jpeg,jpeg,False,162382,3b63c976830b35efadc2a09f9ab03a03e6789470a0a9268a84c8d57d5567106e,,,,Financial/Loan Letters,debt_document,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0009,Financial/Loan Letters/Scanned_Loan_and_HP_Pack.pdf,Scanned_Loan_and_HP_Pack.pdf,.pdf,application/pdf,pdf,False,205791,ea38bd8e446ad3e19fa6067ad031f5dbf38317141ea9466521d7f6e2069cf5a5,,,,Financial/Loan Letters,debt_document,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0010,Financial/Loan_Summary.xlsx,Loan_Summary.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4036,7c9fbdaa21a7bfec7e7c154dc55d6b9d677220c0c655542e7dd3a63899f453bd,,,,Financial,debt_document,financial,registered,not_started,readable,,"[""exact_checksum_duplicate""]",DUP-0001,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0011,Financial/Loan_Summary_for_Bank.xlsx,Loan_Summary_for_Bank.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4036,7c9fbdaa21a7bfec7e7c154dc55d6b9d677220c0c655542e7dd3a63899f453bd,,,,Financial,debt_document,financial,registered,not_started,readable,,"[""exact_checksum_duplicate""]",DUP-0001,,,,undetermined,0.0,True,False,True
20260901T040928457675Z-dede88eb959c,SRC-0012,Financial/Management_Accounts_2026_YTD.pdf,Management_Accounts_2026_YTD.pdf,.pdf,application/pdf,pdf,False,2883,97cff696c06a9aee3aa83e3e446b1eaa08a53ec6d93734ba08ff9a3661b4d0e8,,,,Financial,financial_statements,financial,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0003,,VER-0003,potentially_current,0.6,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0013,Financial/Management_Accounts_2026_YTD_DRAFT.pdf,Management_Accounts_2026_YTD_DRAFT.pdf,.pdf,application/pdf,pdf,False,2562,c338193c12632f5e536ca18723ea8dc2c5604d008cd3915ab29059a1cc6d793c,,,,Financial,financial_statements,financial,registered,not_started,readable,,"[""version_candidate_not_authoritative"",""near_duplicate_candidate""]",,NEAR-0003,,VER-0003,potentially_superseded,0.75,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0014,Financial/Other_Debtors_and_Prepayments.xlsx,Other_Debtors_and_Prepayments.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3872,575b265dd674180ed662e1cd931a6a852b0a885737e94f12751549f8df754525,,,,Financial,unknown,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0015,Financial/PAYE_Headcount_by_Client.xlsx,PAYE_Headcount_by_Client.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3953,673eb808737e9e03f2dee34e482eb16a05ef04eebb108351831db74db668b379,,,,Financial,tax_record,tax,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0016,Financial/Profit_on_Disposal.xlsx,Profit_on_Disposal.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,3890,75336286173e8beb7b4138e7afb25ff517e6f5bfe6e8638db71c6dc5d3b2870f,,,,Financial,unknown,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0017,Financial/Related_Party_Transactions.docx,Related_Party_Transactions.docx,.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx,False,38758,c057b36ab550a0ea7865aee42c8fda161fdc8307f74db8f2d9f681a12b1fb37b,,,,Financial,unknown,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0018,Financial/Revenue_by_Customer.xlsx,Revenue_by_Customer.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4190,6d92e73e115381a22226044b45fd00b4eb5051f0ce92fdbe353df8da57535324,,,,Financial,unknown,commercial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0019,Financial/Revenue_Pipeline.xlsx,Revenue_Pipeline.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4052,db56ee614205a047737e518d3ca4b27076eb55c414d83b7e16d9d361147e839d,,,,Financial,unknown,commercial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0020,Financial/Statutory Accounts/Statutory_Accounts_2020.pdf,Statutory_Accounts_2020.pdf,.pdf,application/pdf,pdf,False,3301,32094b5de2b73c88dc478a3a12a49694490f150d069315125a9f3c2d8db4344e,,,,Financial/Statutory Accounts,financial_statements,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0021,Financial/Statutory Accounts/Statutory_Accounts_2021.pdf,Statutory_Accounts_2021.pdf,.pdf,application/pdf,pdf,False,3160,385a28a16a47f588fb8609f67510b53b9d6f5deef84a53629d03809627c3be9d,,,,Financial/Statutory Accounts,financial_statements,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0022,Financial/Statutory Accounts/Statutory_Accounts_2022.pdf,Statutory_Accounts_2022.pdf,.pdf,application/pdf,pdf,False,3162,47fce9123b54d40b9a9ec3636b500f438b10559555f48544e7741d9ef05fa1a8,,,,Financial/Statutory Accounts,financial_statements,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0023,Financial/Statutory Accounts/Statutory_Accounts_2023.pdf,Statutory_Accounts_2023.pdf,.pdf,application/pdf,pdf,False,3307,c4110a43ef2a448390502dd5fc9fa44f3ca3de0c5c82c1fbb7181d91270e07d4,,,,Financial/Statutory Accounts,financial_statements,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0024,Financial/Statutory Accounts/Statutory_Accounts_2024.pdf,Statutory_Accounts_2024.pdf,.pdf,application/pdf,pdf,False,3161,03f082cb7c3fc48f33e617d471eabafbc23327a9519be3bbde865460e9c29e27,,,,Financial/Statutory Accounts,financial_statements,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0025,Financial/Statutory Accounts/Statutory_Accounts_2025.pdf,Statutory_Accounts_2025.pdf,.pdf,application/pdf,pdf,False,3167,1414d9ce588e555e7f60b1827f905bf5ee709a37c9c086e2f34e4969fa7c735a,,,,Financial/Statutory Accounts,financial_statements,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0026,Financial/Trial_Balance_2025.xlsx,Trial_Balance_2025.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4291,3c27332419e3563c13d01def322e4a2f55ba8fbfbbb98fabf2af050321d11ca2,,,,Financial,trial_balance,financial,registered,not_started,readable,,"[""same_basename_multiple_locations""]",,,NAME-0002,,undetermined,0.0,True,True,True
20260901T040928457675Z-dede88eb959c,SRC-0027,Financial/Working_Capital_Calculation.xlsx,Working_Capital_Calculation.xlsx,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,False,4841,8c13cb3f3053c228e88fbc25f11de835765a8f79c4d51bb5e0eef68de9143f8f,,,,Financial,working_capital_schedule,financial,registered,not_started,readable,,[],,,,,undetermined,0.0,True,True,False
20260901T040928457675Z-dede88eb959c,SRC-0028,Legal/Business Registration/Registration.pdf,Registration.pdf,.pdf,application/pdf,pdf,False,2376,90d60e8c101b67915d3cb5c1922bf6b5bd61cffb4193491b690ef344a47b547f,,,,Legal/Business Registration,registration_or_licence,legal_contractual,registered,not_started,readable,,"[""same_basename_multiple_locations""]",,,NAME-0001,,undetermined,0.0,True,True,True
